OTU ID	WRNA01_1	WRNA05_1	WRNA06_1	WRNA10_1	WRNA11_1	WRNA12_1	WRNA13_1	WRNA14_1	WRNA15_1	WRNA16_1
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiales	2.75E-04	1.59E-04	1.11E-05	1.11E-04	6.02E-05	0.000227264	7.02E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593	6.34E-03	6.53E-03	0.005837108	0.006231439	0.003475359	0.005185497	0.002430923	0.000875733	0.000400146	0.000856902
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12	0.00E+00	0.00E+00	0	0	0.001589288	0	2.91E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;Other	1.64E-02	3.32E-02	0.029254636	0.018365739	8.18E-03	2.35E-02	0.013141372	0.009109875	0.003351013	0.004757286
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Clade_I	0.016959778	2.65E-02	2.37E-02	0.021045368	1.21E-02	0.017321944	0.010090299	0.002830034	0.005355035	0.006488473
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Clade_II	0.017019524	3.16E-02	0.02130047	0.016390439	1.07E-02	1.24E-02	0.012008997	0.006973667	0.005224946	0.007633906
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Clade_IV	6.62E-05	0.00E+00	0.00E+00	0	2.15E-05	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__SAR11_clade	0.000189351	0.000334531	0	0.000213931	0	0	0	0	0.000149849	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae	2.30E-05	3.37E-05	0	0	0	0	0	0	0.002494735	0.002110101
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	4.83E-02	0.004623267	0.014869149	0.018784826	6.41E-02	0.007732516	0.030683759	0.021811222	0.018630646	0.013600937
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__Nisaeaceae	6.16E-05	0	0	0.00E+00	8.39E-05	0	0	1.29E-05	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__Oceanibaculaceae	0.00E+00	0	0	0	0.00E+00	0	0	0	4.94E-06	0.000135575
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__uncultured	0.00E+00	0	0	0.00E+00	9.46E-05	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae	0	0	0	0	0	0	0	0	1.65E-05	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured;f__uncultured	0.00E+00	2.17E-05	0	0	0.00E+00	4.16E-05	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	0.025820666	0.018851668	1.37E-02	0.025310831	0.01225623	0.018740958	0.026976559	0.013520736	0.008865777	0.00970403
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__AT-s2-59;f__AT-s2-59	3.03E-05	7.46E-05	0	0.000171694	1.20E-04	1.08E-04	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	3.49E-05	0	0.00E+00	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;Other	0.000137877	0	4.97E-05	0.000113	5.38E-05	5.54E-05	9.42E-05	0	0.00171091	0.000467559
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae	0.008740476	4.16E-04	0.003443673	2.97E-03	0.058087521	0.003663938	0.008882547	0.189596165	0.092545601	0.064093873
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae	1.92E-03	0.00077977	0.000671599	0.002234761	0.000503239	1.34E-03	0.001026161	0.000614945	0.000215716	0.000389343
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae	0	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0.0014178	0.00119584
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Marinobacteraceae	2.77E-04	0.000298431	0.000356528	0.000340645	0.000120433	5.88E-04	0	0.000473282	0.034058481	0.033161953
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Moritellaceae	0.000115817	0.000161249	1.82E-04	0.000138781	0	0.000266065	0.000777758	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae	0.003442327	1.32E-03	0.003228098	0.002183198	0.003129113	0.002621849	0.001128949	0.002595003	0.03477479	0.025919128
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Psychromonadaceae	0.000161776	3.13E-05	2.21E-05	0.000228742	3.44E-05	0	0.000205575	0	7.57E-05	0.000168599
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae	0.000109382	4.81E-06	0.000190701	0.000100932	0.000967767	0	1.71E-05	0	4.94E-05	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae	0	0	0	4.11E-05	0	0	3.60E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae	1.73E-04	6.50E-05	5.80E-05	0.000417989	0	0.000313181	6.85E-06	0	0	0.002118791
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;Other	0.00080612	6.40E-04	6.05E-04	0.00161052	0.001546276	0.000404641	0.002576538	0.000811341	0.000146555	9.91E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.00E+00	0.00E+00	0	0	3.87E-05	6.10E-05	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.001831005	1.16E-03	2.91E-03	0.003046055	3.49E-03	3.50E-03	0.002233913	0.001509995	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae	0	0.00E+00	0	0	0.001382831	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.009729513	0.011176707	0.001229883	0.016347653	2.15E-02	9.93E-03	0.011380281	0.026883711	0.000332631	0.000479726
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae	0.00E+00	0	0	0.000136038	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae	0.000327228	1.20E-05	7.46E-05	0.00063576	0	0.000318724	0.000198722	0.000577919	5.76E-05	0.000179028
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae	0.00E+00	0	1.38E-05	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.001375092	0	0.000500245	0.004702652	0.016682151	0.004523106	0.000116492	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae	0.000609416	2.17E-05	0.000116079	0.000221062	0.000821527	2.22E-05	0.000740069	0.00122989	0	0.000274626
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CHAB-XI-27;f__CHAB-XI-27	0.00E+00	0	0	0	0	0	0	0	0	1.04E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae	0	0	0	2.85E-05	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;Other	1.63E-04	0	0.000138189	0.000122873	0	0.00027438	0.000366608	0.000387963	0.007775668	0.006757884
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__BD2-7	0	0.00E+00	0	0	0	0	1.03E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae	0.000298733	0.00E+00	0.000118843	0.000360392	8.82E-05	0.000302095	8.39E-05	0	0.000141615	2.95E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae	2.02E-05	0.00E+00	0	5.65E-05	0.00E+00	1.91E-04	0	0.001107545	4.45E-05	8.69E-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae	2.30E-05	0.00E+00	0	3.89E-05	0	0	6.85E-06	0	6.42E-05	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae	1.68E-03	6.11E-04	8.84E-05	0.000896318	3.44E-04	1.82E-03	0.002740998	0.000264008	0.068736116	0.046794177
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae	2.02E-05	0.00E+00	0	5.49E-06	0	0	7.54E-05	0	0	6.08E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EC3;f__EC3	2.30E-05	0.00E+00	0	5.98E-05	0	1.66E-05	0	0	0	1.74E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EPR3968-O8a-Bc78;f__EPR3968-O8a-Bc78	3.86E-05	0.00E+00	0	0.000151398	6.45E-05	2.08E-04	0.000279239	0	0	4.69E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae	5.52E-05	0	1.11E-05	0.000177179	3.44E-05	4.71E-05	4.28E-05	0	8.23E-06	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;Other	0.000173725	1.93E-05	6.36E-05	0.0005266	5.79E-04	0.00E+00	8.05E-05	0.0039247	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	2.56E-04	5.54E-05	0.000367583	0.000735046	0.00043657	2.37E-03	0	0.005784022	0	3.48E-06
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae	0	0	0.00E+00	0	0.00E+00	4.99E-05	5.14E-06	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__F9P41300-M23;f__F9P41300-M23	0	0	0	9.38E-05	0.00E+00	0.00E+00	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae	2.32E-03	0.000317684	0.00084019	0.001804155	0.0007269	0.002070319	0.002564546	0	0.000370505	0.000285055
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family	4.41E-05	0	0	0	0.00E+00	2.49E-05	9.42E-05	0.000112686	4.61E-05	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36;f__HOC36	3.39E-04	0.00E+00	0	0.000100932	0	4.71E-05	9.94E-05	0.000321961	0	9.04E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HgCo23;f__HgCo23	0	0	0	0.000145364	3.44E-05	0	5.48E-05	0	0	3.13E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HglApr721;f__HglApr721	0.00E+00	0.00E+00	0	6.25E-05	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade;f__KI89A_clade	0.000174644	3.61E-05	3.04E-05	0.000236422	7.31E-05	8.04E-05	9.94E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	1.56E-05	0	0	8.17E-05	3.01E-05	0	2.57E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;Other	0.00030241	2.84E-04	0.000190701	4.13E-04	0.00E+00	0.000845311	0	0	0	0.000474512
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae	0.066638662	0.060501989	0.051085752	5.11E-02	0.036046092	0.058442854	0.090792131	0.050765139	0.018538431	0.027259233
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae	6.43E-06	0	0	0.00E+00	0	0	0	0	0.00117903	0.001569539
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae	0	0	0	3.78E-05	0.000116132	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__OM182_clade;f__OM182_clade	0.000584598	0.000348971	3.59E-05	0.000871085	0.000296782	5.29E-04	0.000847996	0.000202835	1.81E-05	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;Other	1.21E-03	9.15E-05	0	0.00102358	0.000421516	0.000928456	0.002227061	0	0.000406732	0.001237555
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae1	0.000363995	0.000373038	0	0.000467906	0	1.94E-04	0.001747386	0.000767876	0.007482557	0.010503574
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Endozoicomonadaceae	0.00E+00	0.00E+00	0	5.87E-05	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	7.72E-05	0.00E+00	4.42E-05	2.19E-05	1.91E-04	8.31E-05	2.91E-05	0.003114969	0.000973194	0.001261889
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Kangiellaceae	4.87E-05	2.41E-05	3.32E-05	0.000188698	7.96E-05	1.94E-05	0.000200435	0	4.94E-05	0.000140789
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Marinomonadaceae	5.61E-05	0.00E+00	1.82E-04	2.22E-04	1.83E-04	0	3.77E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae	4.69E-05	0.00E+00	6.08E-05	5.70E-05	0.000176349	3.33E-05	2.40E-05	0	0.000395205	0.000347628
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae	0.00E+00	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	3.29E-05	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Pseudohongiellaceae	0.000488084	3.22E-04	0.000292961	0.000707071	0.000298932	0.000507187	0.000419715	0.000312302	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae	7.31E-04	0.000512627	0.000784914	6.71E-04	2.89E-03	9.67E-04	0.001731968	0.001574387	0.128781005	0.108951763
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.00E+00	0.00E+00	1.11E-05	0	0	0.00E+00	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Piscirickettsiales;f__Piscirickettsiaceae	3.03E-05	0	1.11E-05	0.000163466	3.66E-05	0.000102546	3.25E-05	1.45E-05	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	4.70E-03	6.06E-03	6.26E-03	0.001091599	0.015903636	4.16E-03	0.002180807	0.012026839	0.003197871	0.011994897
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.017910209	0.005318803	0.065891334	0.001440472	0.024357618	0.006258072	0.026452343	0.00531074	0.002965688	0.002516825
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86_clade;f__SAR86_clade	0.001414617	0.001032474	6.30E-04	0.001665922	0.00087099	0.001125233	0.000616725	3.22E-05	0.000260177	0.000432797
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae	0	0	0	0	8.60E-06	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae	2.67E-05	0	0	1.48E-05	0.0001828	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae	0.00E+00	0	0	1.15E-05	0	0	8.91E-05	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae	0	0	0	0	0	0	0.00035633	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae	4.87E-03	0.006259822	0.003866531	0.004565516	0.002477483	0.004318014	0.00275299	0.000986809	0.001042355	0.001348796
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae	0	0	0	0	0	0	0	0.00024791	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae	6.43E-06	0	0.00E+00	1.87E-05	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__UBA10353_marine_group	0.005268736	0.006279076	5.62E-03	0.006154643	0.003114059	0.004342958	0.003184697	0.002578904	0.001261364	0.001964097
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae	0.00043661	0.000322498	0.00E+00	0.000368072	0.000316137	0.001277667	0.000361469	0.000307472	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;Other	0	0	0.00E+00	0	0	0	0	0.000373474	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae	0	0.00E+00	0	0	0	4.99E-05	0	0.000270447	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	1.59E-04	2.41E-05	5.53E-05	0.000209543	0.000969918	0.000227264	0	0.004781115	3.29E-06	4.87E-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__eub62A3;f__eub62A3	8.27E-06	0.00E+00	1.93E-05	1.70E-05	0	0	6.85E-06	0	0	0
d__Bacteria;p__RCP2-54;c__RCP2-54;o__RCP2-54;f__RCP2-54	2.76E-05	1.20E-05	2.21E-05	4.22E-05	5.59E-05	2.22E-05	2.57E-05	0	0	0
d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B)	8.81E-03	0.0096292	0.007677787	0.010756911	0.007092656	0.009245761	0.009908708	0.001311989	0.001141156	0.0024473
d__Bacteria;p__Schekmanbacteria;c__Schekmanbacteria;o__Schekmanbacteria;f__Schekmanbacteria	1.38E-05	0.00E+00	0	7.13E-06	0.00E+00	1.05E-04	0	0	0	0
d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae	0.00E+00	0	5.53E-06	0	0	0	0	0	0	0
d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae	0.00E+00	0.00E+00	0	0.00E+00	0.00E+00	1.11E-05	0	0	0	0
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae	3.95E-05	0	0	2.69E-05	0	0	5.14E-06	0	0	0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae	0.000158099	0.000110708	5.25E-05	1.28E-04	3.66E-05	4.43E-05	0.000169599	0	4.94E-06	2.78E-05
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae	0	9.63E-06	0	0	1.51E-05	1.39E-05	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;Other;Other;Other	4.69E-05	4.09E-05	0	0	6.24E-05	0	8.57E-06	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;Other	0.00012317	9.63E-05	9.12E-05	0.000362038	0.000204306	2.08E-04	5.31E-05	0	1.98E-05	1.74E-05
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Chlamydiaceae	0.000102948	0.000154029	0.000259796	5.81E-04	0.000200005	0.000166291	0.000195296	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae	6.99E-05	0	0	5.49E-06	3.66E-05	0.00E+00	0	0	0	1.74E-05
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae	0.000372268	0.000243077	0.000406276	5.38E-04	0.000148391	0.00027438	0.000205575	1.61E-05	3.95E-05	2.61E-05
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Waddliaceae	0	0	8.29E-06	0	0	0.00E+00	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__cvE6	4.60E-06	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae	1.56E-05	1.20E-05	8.29E-06	2.25E-05	0.00E+00	0	0	0	2.80E-05	0
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41	9.19E-06	0	0	1.26E-05	4.09E-05	0	8.05E-05	0	1.32E-05	0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;Other;Other	4.04E-05	0	0	2.91E-05	2.37E-05	0.000138576	0	0.000215714	1.65E-05	2.95E-05
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Lentisphaerales;f__Lentisphaeraceae	2.78E-03	0.002570354	0.002117057	0.002765749	0.001643053	0.002422301	0.003135016	0.000518357	0.001294298	0.00718199
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__P.palmC41;f__P.palmC41	5.06E-05	1.44E-05	0	0	0.00E+00	3.33E-05	5.14E-06	3.54E-05	0	0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__SS1-B-02-17;f__SS1-B-02-17	4.96E-05	3.61E-05	0	4.94E-06	0	0	1.88E-05	0	0	1.22E-05
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;Other	7.35E-06	0.00E+00	1.66E-05	0	0.00E+00	0	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Arctic95B-14	9.28E-05	1.13E-04	0.000198992	0.000153043	0	9.15E-05	0.000123345	0	0	5.21E-06
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;Other	5.06E-05	9.39E-05	7.46E-05	0.000325834	3.44E-05	3.88E-05	1.54E-05	0	0	5.21E-06
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae	3.77E-05	7.22E-06	3.32E-05	6.36E-05	2.80E-05	2.22E-05	1.20E-05	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophales	7.35E-06	1.44E-05	0	1.37E-05	0	2.77E-05	1.20E-05	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__koll11	1.29E-05	1.44E-05	0	5.92E-05	1.29E-05	0.000113632	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;Other;Other	9.74E-05	0.00E+00	8.01E-05	0.000123971	4.73E-05	0.000169062	8.91E-05	0.0003284	3.29E-06	1.04E-05
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Arctic97B-4_marine_group;f__Arctic97B-4_marine_group	0.010367424	0.009475171	0.006497652	1.16E-02	6.67E-03	0.010332193	0.008930514	0.002908914	0.001636809	0.003133865
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae	0	0	0	0	0	0	0	0	0	3.48E-06
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae	4.60E-06	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;Other	9.19E-06	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae	0.00049268	0.000546321	0.000240449	0.000424572	0.000526895	0.000357525	0.000289518	7.08E-05	0	9.73E-05
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae	0.001845712	0.001217789	0.001240938	0.002299489	0.00155918	0.002075862	0.001435598	0.000321961	0.000459426	0.000705684
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007	0	0	8.29E-06	9.87E-06	0	2.49E-05	0	0	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae	2.76E-05	4.81E-05	6.36E-05	0.000108611	3.01E-05	0.000102546	0.000107927	0	1.65E-05	0
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2	0	0	0	8.78E-05	0	3.60E-05	0	0	0	0
